Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Steube	Greg		P	FL17	2024	4/6/2024	20024787
Hon.	Steube	Greg		X	FL17	2024	4/15/2025	30022640
Hon.	Stevens	Haley		O	MI11	2024	8/13/2025	10067296
Hon.	Stevens	Haley		X	MI11	2024	5/5/2025	30023045
	Stockton	James D.		C	FL06	2024	6/26/2024	10062087
	Strickland	Justin		D	NJ11	2024	1/29/2025	40003706
Hon.	Strickland	Marilyn		A	WA10	2024	8/18/2026	10081696
Hon.	Strickland	Marilyn		O	WA10	2024	9/4/2025	10068257
Hon.	Strickland	Marilyn		X	WA10	2024	5/13/2025	30023504
Hon.	Strong	Dale Whitney		O	AL05	2024	8/7/2025	10065891
Hon.	Strong	Dale Whitney		X	AL05	2024	4/15/2025	30022618
	Stutzman	Marlin		C	IN03	2024	12/17/2024	10063177
Hon.	Stutzman	Marlin		H	IN03	2024	5/16/2025	10068262
	Subramanyam	Suhas		C	VA10	2024	11/22/2024	10063124
Hon.	Subramanyam	Suhas		H	VA10	2024	5/12/2025	10066635
	Summerlin	Sadi		D	LA03	2024	8/13/2024	40003682
Hon.	Suozzi	Thomas		O	NY03	2024	8/13/2025	10067516
Hon.	Suozzi	Thomas		X	NY03	2024	5/6/2025	30023142
Hon.	Suozzi	Thomas R.		P	NY03	2024	4/2/2024	20024271
Hon.	Suozzi	Thomas R.		P	NY03	2024	10/24/2024	20026077
Hon.	Suozzi	Thomas R.		P	NY03	2024	11/7/2024	20026168
Hon.	Suozzi	Thomas R.		P	NY03	2024	11/12/2024	20026202
Hon.	Suozzi	Thomas R.		P	NY03	2024	11/12/2024	20026203
	Swain	Alan D.		C	NC02	2024	1/17/2024	10056618
Hon.	Swalwell	Eric		O	CA14	2024	8/13/2025	10066827
Hon.	Swalwell	Eric		X	CA14	2024	4/28/2025	30022873
	Swartz	Jessica		C	MI04	2024	5/3/2024	10059325
Hon.	Sykes	Emilia		A	OH13	2024	8/13/2026	10081639
Hon.	Sykes	Emilia		O	OH13	2024	8/13/2025	10067735
Hon.	Sykes	Emilia		X	OH13	2024	5/8/2025	30023227
	Sykes	Jeffrey		D	LA05	2024	2/16/2024	40003602
	Sykes	Jeffrey		X	LA06	2024	2/12/2024	30019591
Hon.	Takano	Mark		O	CA39	2024	5/15/2025	10066773
	Talkington	Michelle		C	MD05	2024	6/9/2025	10063426
	Tanaka	Greg Lin		D	CA16	2024	1/22/2024	40003590
	Taylor	David		C	OH02	2024	8/13/2024	10058789
	Taylor	David		X	OH02	2024	4/23/2024	30020843
Hon.	Taylor	David J.		H	OH02	2024	5/15/2025	10068099
	Teehee	Kimberly  Theotokos		C	GA01	2024	6/14/2024	10062278
	Teirab	Joe		C	MN02	2024	5/15/2024	10061490
	Templeton	Catherine		C	SC01	2024	5/13/2024	10060750
Hon.	Tenney	Claudia		A	NY24	2024	8/12/2026	10081619
Hon.	Tenney	Claudia		O	NY24	2024	8/2/2025	10068134
Hon.	Tenney	Claudia		X	NY24	2024	5/12/2025	30023436
	Teran	Raquel		C	AZ03	2024	6/15/2024	10062211
	Terry	Gary		C	VA05	2024	5/14/2024	10060261
Hon.	Thanedar	Shri		O	MI13	2024	8/11/2025	10065892
Hon.	Thanedar	Shri		P	MI13	2024	2/23/2024	20024468
Hon.	Thanedar	Shri		P	MI13	2024	5/15/2024	20024862
Hon.	Thanedar	Shri		X	MI13	2024	4/15/2025	30022619
	Thelusca	Joe		C	FL23	2024	6/11/2024	10060156
	Thelusca	Joe		X	FL23	2024	5/14/2024	30021298
	Theriault	Austin Leo		C	ME02	2024	5/10/2024	10060453
Dr.	Thiam	Brenda J.		C	MD06	2024	5/16/2024	10057740
Hon.	Thompson	Bennie G.		A	MS02	2024	5/4/2026	10076139
Hon.	Thompson	Bennie G.		O	MS02	2024	5/14/2025	10068669
Hon.	Thompson	Glenn		O	PA15	2024	8/7/2025	10067723
Hon.	Thompson	Glenn		X	PA15	2024	5/8/2025	30023220
	Thompson	Michael		X	FL01	2024	12/23/2024	30022459
Hon.	Thompson	Mike		O	CA04	2024	5/14/2025	8221141
Hon.	Tiffany	Tom		O	WI07	2024	5/29/2025	10070363
Hon.	Timmons	William R.	IV	O	SC04	2024	8/13/2025	10067714
Hon.	Timmons	William R.	IV	X	SC04	2024	5/8/2025	30023219
	Titley	Bob R.		C	TN05	2024	10/1/2024	10062987
Hon.	Titus	Dina		O	NV01	2024	8/12/2025	9115617
Hon.	Titus	Dina		X	NV01	2024	5/9/2025	8220896
Hon.	Tlaib	Rashida		O	MI12	2024	8/13/2025	10065877
Hon.	Tlaib	Rashida		X	MI12	2024	4/15/2025	30022616
	Todd	Chester		C	WI01	2024	8/3/2024	10062608
	Todd	Mary		C	MT01	2024	3/2/2024	10056850
	Todd	Terris Eugene		C	VA07	2024	4/18/2024	10056958
Hon.	Tokuda	Jill Naomi		O	HI02	2024	8/11/2025	10067086
Hon.	Tokuda	Jill Naomi		X	HI02	2024	5/1/2025	30022968
	Toma	Ben		C	AZ08	2024	5/15/2024	10061787
Hon.	Tonko	Paul		O	NY20	2024	8/8/2025	10066425
Hon.	Tonko	Paul		X	NY20	2024	4/21/2025	30022750
	Torres	Jerry		C	VA08	2024	5/9/2024	10060309
Hon.	Torres	Norma		O	CA35	2024	5/7/2025	10065948
Hon.	Torres	Ritchie John		A	NY15	2024	3/31/2026	10074547
Hon.	Torres	Ritchie John		O	NY15	2024	8/13/2025	10069158
Hon.	Torres	Ritchie John		X	NY15	2024	5/15/2025	30023981
Hon.	Trahan	Lori		A	MA03	2024	8/12/2026	10081472
Hon.	Trahan	Lori		O	MA03	2024	7/30/2025	10067124
Hon.	Trahan	Lori		X	MA03	2024	5/1/2025	30022986
	Tran	Derek		C	CA45	2024	8/9/2024	10057704
	Tran	Derek		X	CA45	2024	4/23/2024	30019823
Hon.	Tran	Derek		A	CA45	2024	9/16/2025	10072462
Hon.	Tran	Derek		A	CA45	2024	8/13/2026	10081626
Hon.	Tran	Derek		A	CA45	2024	8/21/2026	10081627
Hon.	Tran	Derek		H	CA45	2024	8/10/2025	10066135
Hon.	Tran	Derek		X	CA45	2024	4/16/2025	30022683
	Tranel	Monica		C	MT01	2024	5/15/2024	10061153
	Treibert	James K.		C	CO04	2024	10/25/2025	10072716
	Trevino	Ryan		C	TX34	2024	12/31/2024	10063215
Hon.	Trone	David		P	MD06	2024	5/15/2024	20024730
	Trotter	James Scott		W	FL01	2024	1/29/2025	7999
Dr.	Tsai	Rick		C	OH06	2024	1/22/2024	10056595
	Tupa	Ronald		C	CO07	2024	4/29/2024	10059279
Hon.	Turner	Michael R.		O	OH10	2024	5/11/2025	10066268
Hon.	Underwood	Lauren		O	IL14	2024	8/7/2025	10066450
Hon.	Underwood	Lauren		X	IL14	2024	4/21/2025	30022753
Ms.	Urban	Libbi Deann		C	MI05	2024	6/13/2024	10062061
Hon.	Valadao	David G.		O	CA22	2024	5/15/2025	10067886
	Valdes	Anthony		C	NJ08	2024	12/30/2024	10063211
	Valentino	Gene		C	FL01	2024	12/27/2024	10063205
	Valentino	Gene		X	FL01	2024	12/12/2024	8220703
	Valimont	Gay		C	FL01	2024	5/15/2024	10061413
	Vallejo	Michelle		C	TX15	2024	5/15/2024	10061832
	Vallien	Michael	Jr.	C	LA05	2024	9/11/2024	10062904
	Van Cleef	Alexandra		D	FL06	2024	1/29/2025	40003701
Hon.	Van Drew	Jeff Mr		O	NJ02	2024	5/15/2025	8221142
Hon.	Van Duyne	Elizabeth Ann		O	TX24	2024	8/11/2025	10072107
Hon.	Van Duyne	Elizabeth Ann		X	TX24	2024	6/2/2025	8221105
Hon.	Van Orden	Derrick F Mr		O	WI03	2024	5/14/2025	10067509
	Van Ostern	Kevin Colin		C	NH02	2024	8/11/2024	10062551
	Van Ostern	Kevin Colin		X	NH02	2024	5/14/2024	8220303
	Vance	Michael		D	CO05	2024	8/2/2024	8220571
	Vancil	Dillan		C	IL17	2024	10/31/2025	10063165
	Vancil	Dillan		X	IL17	2024	12/23/2024	30022457
	Varela	Stephen A.		C	CO03	2024	5/15/2024	10061110
	Varela	Stephen A.		X	CO03	2024	5/17/2024	30021727
	Vargas	Anthony 'Tony'		C	NE02	2024	8/13/2024	10059308
	Vargas	Anthony 'Tony'		X	NE02	2024	4/30/2024	30020992
Hon.	Vargas	Juan		O	CA52	2024	5/13/2025	10067866
	Vartan	Gregory	III	C	NJ07	2024	5/14/2024	10060903
Hon.	Vasquez	Gabriel		A	NM02	2024	8/13/2026	10081180
Hon.	Vasquez	Gabriel		O	NM02	2024	5/14/2025	10067133
	Vazquez	Rudy Kassime		D	FL01	2024	5/28/2024	40003659
Hon.	Veasey	Marc A.		O	TX33	2024	5/14/2025	10066347
Hon.	Veasey	Marc A.		X	TX33	2024	4/25/2025	30022842
	Vega	Jose David		C	NY15	2024	3/4/2024	10056742
Hon.	Velázquez	Nydia M.		O	NY07	2024	5/5/2025	10066479
Mr.	Vera	Lalo	Jr.	A	IN01	2024	5/15/2024	10061846
Mr.	Vera	Lalo	Jr.	C	IN01	2024	3/25/2024	10056928
	Villafane Ramos	William Ely		C	PR00	2024	5/5/2024	10057754
	Villarreal Rigney	John		C	TX15	2024	2/4/2024	10056644
	Vindman	Yevgeny 'Eugene'		C	VA07	2024	8/13/2024	10057709
	Vindman	Yevgeny 'Eugene'		X	VA07	2024	4/23/2024	30019825
Hon.	Vindman	Yevgeny 'Eugene'		A	VA07	2024	8/13/2026	10081454
Hon.	Vindman	Yevgeny 'Eugene'		A	VA07	2024	8/13/2026	10081623
Hon.	Vindman	Yevgeny 'Eugene'		H	VA07	2024	7/31/2025	10066129
Hon.	Vindman	Yevgeny 'Eugene'		X	VA07	2024	4/16/2025	30022682
	Vine	Melissa		C	IA03	2024	5/15/2024	10061368
	Virgil	Kevin		C	IA04	2024	5/11/2024	10056859
	Wagenhauser	David		C	NY24	2024	5/8/2024	10060160
Hon.	Wagner	Ann		O	MO02	2024	5/14/2025	10066516
Hon.	Wagner	Ann		P	MO02	2024	1/10/2025	8220718
Hon.	Wagner	Ann		P	MO02	2024	2/14/2025	8220763
	Wagner	Paul Michael		C	NH02	2024	7/9/2024	10062428
	Wagner	Paul Michael		D	NH02	2024	5/14/2024	40003641
Hon.	Walberg	Tim		O	MI05	2024	4/29/2025	10066050
	Walbridge	Brian		C	TX31	2024	5/8/2024	10060104
	Walker	Christopher		C	WV02	2024	3/10/2024	10056655
	Walker	Christopher		X	WV02	2024	1/29/2024	30019578
	Walker	Edward Alan		C	MT02	2024	5/3/2024	10059722
	Walleck	Connor		C	WI01	2024	8/31/2024	10062870
	Warren	Darren		D	NC10	2024	2/22/2024	40003607
Ms.	Washburn	Amy Irene		C	WI06	2024	4/18/2024	10057712
Hon.	Wasserman Schultz	Debbie		O	FL25	2024	8/13/2025	10067328
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	1/31/2024	20024403
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	6/10/2024	20025179
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	7/1/2024	20025360
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	9/5/2024	20025793
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	11/20/2024	20026247
Hon.	Wasserman Schultz	Debbie		X	FL25	2024	5/5/2025	30023058
	Waters	Dom		W		2024		8220146
	Waters	Mary		A	MI13	2024	6/15/2026	10081080
	Waters	Mary		C	MI13	2024	6/15/2026	10061278
	Waters	Mary		X	MI13	2024	5/17/2024	30021827
Hon.	Waters	Maxine		O	CA43	2024	8/13/2025	10068869
Hon.	Waters	Maxine		X	CA43	2024	5/14/2025	30023811
	Watson	Annette		D	MN07	2024	5/6/2024	8220307
Ms.	Weatherford	Dorothy La'Tanya		C	PA24	2024	8/27/2024	10062830
Hon.	Weber	Randy K.	Sr.	O	TX14	2024	8/6/2025	10071770
Hon.	Weber	Randy K.	Sr.	X	TX14	2024	5/15/2025	8220936
Hon.	Weber	Randy K.	Sr.	X	TX14	2024	6/2/2025	8221108
Hon.	Webster	Daniel		O	FL11	2024	4/22/2025	10066385
Hon.	Webster	Daniel		P	FL11	2024	6/10/2024	20025243
Hon.	Webster	Daniel		X	FL11	2024	4/21/2025	30022738
	Weil	Joshua Joseph		C	FL06	2024	12/24/2024	10063199
	Weinkrantz	Mark		C	FL13	2024	5/14/2024	10061151
	Weinroth	Robert S.		C	FL23	2024	7/12/2024	10059740
	Weinroth	Robert S.		X	FL23	2024	5/8/2024	30021128
Mr.	Welde	Matthew Brady		C	WA05	2024	7/16/2024	10060256
Mr.	Welde	Matthew Brady		X	WA05	2024	5/14/2024	30021340
	Welzer	Steven		C	NJ03	2024	4/5/2024	10056967
Hon.	Westerman	Bruce		O	AR04	2024	8/8/2025	10066175
Hon.	Westerman	Bruce		X	AR04	2024	4/16/2025	30022695
	Whalen	Eric		X	IN03	2024	5/17/2024	30021847
	Whalen	John J.	III	C	DE00	2024	11/14/2024	8220687
	Whitesides	George		C	CA27	2024	8/9/2024	8220611
	Whitesides	George		X	CA27	2024	5/14/2024	8220284
Hon.	Whitesides	George		H	CA27	2024	8/13/2025	10071852
	Whitley	Rebecca G.		X	NH02	2024	5/17/2024	30021843
	Wied	Tony		C	WI08	2024	7/12/2024	10059795
	Wied	Tony		P	WI08	2024	12/12/2024	8220698
	Wied	Tony		P	WI08	2024	1/9/2025	8220714
	Wied	Tony		X	WI08	2024	5/8/2024	30021133
	Wildes	Michael		C	NJ05	2024	5/9/2024	8220314
	Wildes	Michael		C	NJ05	2024	5/5/2025	8220848
	Wildes	Michael		C	NJ05	2024	5/13/2026	9115847
	Wilkin	Shane		C	OH02	2024	2/18/2024	10056794
	Wilkin	Shane		D	OH02	2024	1/18/2024	8220116
	Wilkin	Shane		X	OH02	2024	2/7/2024	8220133
	Wilkinson	Margarita		W	CA49	2024	4/25/2024	7947
Hon.	Williams	Brandon McDonald		P	NY22	2024	7/2/2024	20025387
Hon.	Williams	Brandon McDonald		P	NY22	2024	7/10/2024	20025437
	Williams	David		C	CO05	2024	5/25/2024	10059678
	Williams	David		X	CO05	2024	5/8/2024	30021108
Mr.	Williams	Kelly Mikel		C	DC00	2024	10/14/2025	10072658
	Williams	Lily Tang		A	NH02	2024	9/13/2024	10062916
	Williams	Lily Tang		C	NH02	2024	9/13/2024	10062909
Hon.	Williams	Nikema N.		O	GA05	2024	8/13/2025	10067344
Hon.	Williams	Nikema N.		X	GA05	2024	5/5/2025	30023072
Hon.	Williams	Roger		O	TX25	2024	5/14/2025	10067032
Hon.	Williams	Roger		P	TX25	2024	6/12/2024	20025151
Hon.	Wilson	Frederica S.		O	FL24	2024	5/15/2025	10068913
	Wilson	J.D.		C	MI01	2024	7/5/2024	10061560
	Wilson	J.D.		X	MI01	2024	5/17/2024	30021975
Hon.	Wilson	Joe		A	SC02	2024	7/29/2025	9115558
Hon.	Wilson	Joe		O	SC02	2024	5/9/2025	10067157
Hon.	Wilson	Joe		X	SC02	2024	5/2/2025	30023008
	Wimberly	Benjie E.		C	NJ09	2024	10/4/2024	10063001
	Wirth	Cynthia		C	IN06	2024	5/14/2024	10060602
	Withrow	Adam Joseph		D	CO03	2024	5/9/2024	40003636
	Witkop	Thomas		C	FL21	2024	3/4/2024	10056855
Hon.	Wittman	Robert J.		O	VA01	2024	8/13/2025	10066849
Hon.	Wittman	Robert J.		X	VA01	2024	4/28/2025	30022879
	Wittrock	Quentin		W		2024		8220309
Hon.	Womack	Steve		A	AR03	2024	8/4/2025	9115568
Hon.	Womack	Steve		O	AR03	2024	5/12/2025	10068087
	Woodward	Nathaniel E.		D	UT02	2024	8/13/2024	40003683
	Woodward	Rhonda		C	FL02	2024	5/24/2024	10061971
Dr.	Wooten	Duane M.		C	AZ03	2024	5/14/2024	10061044
	Wright	Glenn J.		C	UT03	2024	4/22/2024	10058833
	Wright	Steven William		C	TX35	2024	5/12/2024	10060640
	Xiong	May Lor		A	MN04	2024	5/13/2024	10060900
	Xiong	May Lor		C	MN04	2024	5/13/2024	10060893
Hon.	Yakym	Rudy	III	P	IN02	2024	1/22/2024	20024353
Hon.	Yakym	Rudy	III	P	IN02	2024	1/29/2024	20024392
Hon.	Yakym	Rudy	III	P	IN02	2024	5/31/2024	20025165
Hon.	Yakym	Rudy	III	P	IN02	2024	6/28/2024	20025348
Hon.	Yakym	Rudy	III	P	IN02	2024	7/11/2024	20025448
Hon.	Yakym	Rudy	III	P	IN02	2024	8/5/2024	20025597
Hon.	Yakym	Rudy	III	P	IN02	2024	9/10/2024	20025829
Hon.	Yakym	Rudy	III	P	IN02	2024	9/26/2024	20025910
Hon.	Yakym	Rudy	III	P	IN02	2024	10/17/2024	20026036
Hon.	Yakym	Rudy	III	P	IN02	2024	12/3/2024	20026310
Hon.	Yakym	Rudy	III	P	IN02	2024	12/3/2024	20026311
Hon.	Yakym	Rudy C.	III	A	IN02	2024	8/13/2026	10081542
Hon.	Yakym	Rudy C.	III	O	IN02	2024	8/13/2025	10066284
Hon.	Yakym	Rudy C.	III	X	IN02	2024	4/17/2025	30022719
	Yarbrough	Calil Antwoin D'Sean		W	CO05	2024	4/18/2024	7927
	Young	Bill		C	SC01	2024	6/8/2024	10062165
	Young	Diane		X	MI10	2024	5/14/2024	8220296
	Young	Geoffrey M.		C	KY03	2024	4/5/2024	8220237
	Young	Rubin Mr		X	FL25	2024	4/23/2024	30019826
	Yu	Peter		A	CO04	2024	1/31/2024	10056687
	Yu	Peter		C	CO04	2024	1/28/2024	10056654
	Zarbano	John		C	WI06	2024	5/8/2024	8220315
Hon.	Zinke	Ryan K.		O	MT01	2024	5/17/2025	10069229
Hon.	Zinke	Ryan K.		X	MT01	2024	6/2/2025	8220993
	Zinn	Stacy		C	MT02	2024	5/15/2024	10061149
